"Gemeinde_Nr","Gemeinde_Name","Tierversuche_Ja_Anteil","Tierversuche_Nein_Anteil","Tierversuche_Text","Tabakwerbung_Ja_Anteil","Tabakwerbung_Nein_Anteil","Tabakwerbung_Text","Stempelabgaben_Ja_Anteil","Stempelabgaben_Nein_Anteil","Stempelabgaben_Text","Medien_Ja_Anteil","Medien_Nein_Anteil","Medien_Text"
3834,"Roveredo GR",30.5,69.5,"69,5 Prozent der Stimmbürgerinnen und Stimmbürger von Roveredo GR sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit hat in Roveredo GR die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 54,4 Prozent.",58.2,41.8,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Roveredo GR: Mit 58,2 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Roveredo GR seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 69,3 Prozent ein Verbot der Tabakwerbung abgelehnt.",35,65,"65 der Stimmbürgerinnen und Stimmbürger von Roveredo GR haben das Bundesgesetz über die Stempelabgaben abgelehnt.",45.6,54.4,"54,4 Prozent der Stimmbürgerinnen und Stimmbürger von Roveredo GR sagen Nein zum Massnahmenpaket zugunsten der Medien."
3835,"San Vittore GR",31.2,68.8,"Keine Mehrheit für die Volksinitiative ""Tier- und Menschenversuchsverbot"" in San Vittore: Mit 163 Nein-Stimmen zu 74 Ja-Stimmen oder 68,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in San Vittore die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 58,7 Prozent.",56.8,43.2,"56,8 Prozent der Abstimmenden in der Gemeinde San Vittore haben Ja gesagt zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit hat in San Vittore seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 76,9 Prozent ein Verbot der Tabakwerbung abgelehnt.",43.6,56.4,"In San Vittore ist das Bundesgesetz über die Stempelabgaben mit 56,4 Prozent gescheitert.",49,51,"Keine Mehrheit für das Massnahmenpaket zugunsten der Medien in San Vittore: Mit 122 Nein-Stimmen zu 117 Ja-Stimmen oder 51 Prozent hat die Gemeinde die Vorlage verworfen."
3837,"Calanca GR",44.3,55.7,"Nein zum Tier- und Menschenversuchsverbot in Calanca. Mit 39 Nein- zu 31 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Calanca nicht möglich.",54.9,45.1,"Mit 39 Ja- zu 32 Nein-Stimmen hat Calanca das Volksbegehren ""Kinder und Jugendliche ohne Tabakwerbung"" angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Calanca nicht möglich.",33.8,66.2,"Calanca hat das Bundesgesetz über die Stempelabgaben mit 45 Nein- zu 23 Ja-Stimmen abgelehnt.",64.3,35.7,"Mit 45 Ja- zu 25 Nein-Stimmen hat Calanca das Massnahmenpaket zugunsten der Medien angenommen."
3847,"Val Müstair GR",24,76,"In Val Müstair hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" keine Mehrheit gefunden. Auf 76 Prozent der abgegebenen Stimmzettel stand ein Nein. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Val Müstair nicht möglich.",50.5,49.5,"Die Gemeinde Val Müstair hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 50,5 Prozent Ja-Stimmen angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Val Müstair nicht möglich.",37.7,62.3,"Val Müstair ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 62,3 Prozent Nein verworfen.",45.2,54.8,"In Val Müstair hat das Massnahmenpaket zugunsten der Medien keine Mehrheit gefunden. Auf 54,8 Prozent der abgegebenen Stimmzettel stand ein Nein."
3851,"Davos GR",16.7,83.3,"83,3 Prozent der Stimmbürgerinnen und Stimmbürger von Davos sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit hat in Davos die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 61,2 Prozent.",53.8,46.2,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Davos: Mit 53,8 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Davos seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 74,4 Prozent ein Verbot der Tabakwerbung abgelehnt.",45.1,54.9,"54,9 der Stimmbürgerinnen und Stimmbürger von Davos haben das Bundesgesetz über die Stempelabgaben abgelehnt.",48.8,51.2,"51,2 Prozent der Stimmbürgerinnen und Stimmbürger von Davos sagen Nein zum Massnahmenpaket zugunsten der Medien."
3861,"Fideris GR",26.2,73.8,"73,8 Prozent der Stimmbürgerinnen und Stimmbürger von Fideris sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit hat Fideris seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 68,1 Prozent ein Ja in die Urne gelegt.",49.7,50.3,"50,3 Prozent der Stimmbürgerinnen und Stimmbürger von Fideris sagen Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit sind in Fideris im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 74,8 Prozent.",32.3,67.7,"67,7 der Stimmbürgerinnen und Stimmbürger von Fideris haben das Bundesgesetz über die Stempelabgaben abgelehnt.",49.1,50.9,"50,9 Prozent der Stimmbürgerinnen und Stimmbürger von Fideris sagen Nein zum Massnahmenpaket zugunsten der Medien."
3862,"Furna GR",22,78,"Mit 46 Nein- zu 13 Ja-Stimmen hat die Gemeinde Furna die Volksinitiative ""Tier- und Menschenversuchsverbot"" verworfen. Damit hat Furna seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 62,1 Prozent ein Ja in die Urne gelegt.",35.6,64.4,"Mit 38 Nein- zu 21 Ja-Stimmen hat die Gemeinde Furna die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" verworfen. Damit hat Furna seine Einstellung zur Tabakwerbung im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" geändert: Damals hatte noch eine Mehrheit von 64,4 Prozent ein Ja in die Urne gelegt.",49.2,50.8,"Furna hat das Bundesgesetz über die Stempelabgaben mit 30 Nein- zu 29 Ja-Stimmen verworfen.",25,75,"Mit 45 Nein- zu 15 Ja-Stimmen hat die Gemeinde Furna das Massnahmenpaket zugunsten der Medien verworfen."
3863,"Jenaz GR",21.2,78.8,"Keine Mehrheit für die Volksinitiative ""Tier- und Menschenversuchsverbot"" in Jenaz: Mit 238 Nein-Stimmen zu 64 Ja-Stimmen oder 78,8 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat Jenaz seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 51,1 Prozent ein Ja in die Urne gelegt.",45,55,"Keine Mehrheit für die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Jenaz: Mit 169 Nein-Stimmen zu 138 Ja-Stimmen oder 55 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit sind in Jenaz im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 72,2 Prozent.",39.1,60.9,"In Jenaz ist das Bundesgesetz über die Stempelabgaben mit 60,9 Prozent gescheitert.",35.9,64.1,"Keine Mehrheit für das Massnahmenpaket zugunsten der Medien in Jenaz: Mit 196 Nein-Stimmen zu 110 Ja-Stimmen oder 64,1 Prozent hat die Gemeinde die Vorlage verworfen."
3871,"Klosters-Serneus GR",20.6,79.4,"In Klosters-Serneus hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 79,4 Prozent verworfen. Damit hat Klosters-Serneus seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 50,7 Prozent ein Ja in die Urne gelegt.",44.7,55.3,"In Klosters-Serneus hat die Stimmbevölkerung die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 55,3 Prozent verworfen. Damit sind in Klosters-Serneus im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 75,7 Prozent.",44.4,55.6,"Mit 638 Nein zu 510 Ja haben die Stimmbürgerinnen und Stimmbürger von Klosters-Serneus das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 55,6 Prozent.",40.5,59.5,"In Klosters-Serneus hat die Stimmbevölkerung das Massnahmenpaket zugunsten der Medien abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 59,5 Prozent verworfen."
3881,"Conters im Prättigau GR",22.4,77.6,"Nein zum Tier- und Menschenversuchsverbot in Conters im Prättigau. Mit 52 Nein- zu 15 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit hat Conters im Prättigau seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 65,9 Prozent ein Ja in die Urne gelegt.",52.2,47.8,"Mit 35 Ja- zu 32 Nein-Stimmen hat Conters im Prättigau das Volksbegehren ""Kinder und Jugendliche ohne Tabakwerbung"" angenommen. Damit hat in Conters im Prättigau seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 52,8 Prozent ein Verbot der Tabakwerbung abgelehnt.",30.3,69.7,"Conters im Prättigau hat das Bundesgesetz über die Stempelabgaben mit 46 Nein- zu 20 Ja-Stimmen abgelehnt.",26.2,73.8,"Nein zum Massnahmenpaket zugunsten der Medien in Conters im Prättigau. Mit 48 Nein- zu 17 Ja-Stimmen haben die Stimmberechtigten die Vorlage verworfen."
3882,"Küblis GR",26.2,73.8,"Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"" in Küblis. Die Gemeinde hat das Volksbegehren mit 73,8 Prozent abgelehnt. Damit hat Küblis seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 62,1 Prozent ein Ja in die Urne gelegt.",47.4,52.6,"Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Küblis. Die Gemeinde hat das Volksbegehren mit 52,6 Prozent abgelehnt. Damit sind in Küblis im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 69,6 Prozent.",41,59,"59 Prozent der Stimmbürgerinnen und Stimmbürger von Küblis haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen.",34.9,65.1,"Nein zum Massnahmenpaket zugunsten der Medien in Küblis. Die Gemeinde hat die Vorlage mit 65,1 Prozent abgelehnt."
3891,"Luzein GR",28.7,71.3,"71,3 Prozent der Stimmbürgerinnen und Stimmbürger von Luzein sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit hat Luzein seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 60,5 Prozent ein Ja in die Urne gelegt.",48.4,51.6,"51,6 Prozent der Stimmbürgerinnen und Stimmbürger von Luzein sagen Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Damit sind in Luzein im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 56,4 Prozent.",32.4,67.6,"67,6 der Stimmbürgerinnen und Stimmbürger von Luzein haben das Bundesgesetz über die Stempelabgaben abgelehnt.",33.3,66.7,"66,7 Prozent der Stimmbürgerinnen und Stimmbürger von Luzein sagen Nein zum Massnahmenpaket zugunsten der Medien."
3901,"Chur GR",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
3911,"Churwalden GR",25.3,74.7,"In Churwalden hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 74,7 Prozent verworfen. Damit hat Churwalden seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 50,2 Prozent ein Ja in die Urne gelegt.",50.7,49.3,"In Churwalden hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 50,7 Prozent angenommen. Damit hat in Churwalden seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 81,9 Prozent ein Verbot der Tabakwerbung abgelehnt.",35.6,64.4,"Mit 337 Nein zu 186 Ja haben die Stimmbürgerinnen und Stimmbürger von Churwalden das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 64,4 Prozent.",39,61,"In Churwalden hat die Stimmbevölkerung das Massnahmenpaket zugunsten der Medien abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 61 Prozent verworfen."
3921,"Arosa GR",24.3,75.7,"Arosa hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 75,7 Prozent abgelehnt. Damit hat in Arosa die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 52,7 Prozent.",43.4,56.6,"Arosa hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 56,6 Prozent abgelehnt. Damit sind in Arosa im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 80,3 Prozent.",46,54,"Arosa hat das Bundesgesetz über die Stempelabgaben mit 54 Prozent Nein-Stimmen verworfen.",43.6,56.4,"Arosa hat das Massnahmenpaket zugunsten der Medien mit 56,4 Prozent abgelehnt."
3932,"Tschiertschen-Praden GR",26.7,73.3,"Nein zum Tier- und Menschenversuchsverbot in Tschiertschen-Praden. Mit 66 Nein- zu 24 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Tschiertschen-Praden nicht möglich.",36.7,63.3,"Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Tschiertschen-Praden. Mit 57 Nein- zu 33 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Tschiertschen-Praden nicht möglich.",46.7,53.3,"Tschiertschen-Praden hat das Bundesgesetz über die Stempelabgaben mit 48 Nein- zu 42 Ja-Stimmen abgelehnt.",38.9,61.1,"Nein zum Massnahmenpaket zugunsten der Medien in Tschiertschen-Praden. Mit 55 Nein- zu 35 Ja-Stimmen haben die Stimmberechtigten die Vorlage verworfen."
3945,"Trimmis GR",19.7,80.3,"Trimmis hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 80,3 Prozent abgelehnt. Damit hat Trimmis seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 63,1 Prozent ein Ja in die Urne gelegt.",50.6,49.4,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Trimmis. Die Gemeinde hat das Volksbegehren mit 50,6 Prozent der Stimmen angenommen. Damit hat in Trimmis seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 70,1 Prozent ein Verbot der Tabakwerbung abgelehnt.",38.5,61.5,"Trimmis hat das Bundesgesetz über die Stempelabgaben mit 61,5 Prozent Nein-Stimmen verworfen.",39.5,60.5,"Trimmis hat das Massnahmenpaket zugunsten der Medien mit 60,5 Prozent abgelehnt."
3946,"Untervaz GR",21.2,78.8,"Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"" in Untervaz. Die Gemeinde hat das Volksbegehren mit 78,8 Prozent abgelehnt. Damit hat in Untervaz die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 50,5 Prozent.",47.8,52.2,"Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Untervaz. Die Gemeinde hat das Volksbegehren mit 52,2 Prozent abgelehnt. Damit sind in Untervaz im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 75,8 Prozent.",38,62,"62 Prozent der Stimmbürgerinnen und Stimmbürger von Untervaz haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen.",37.2,62.8,"Nein zum Massnahmenpaket zugunsten der Medien in Untervaz. Die Gemeinde hat die Vorlage mit 62,8 Prozent abgelehnt."
3947,"Zizers GR",18.7,81.3,"Nein zum Tier- und Menschenversuchsverbot in Zizers: Mit 766 Nein- zu 176 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 81,3 Prozent. Damit hat Zizers seine Einstellung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" geändert: Damals hatte noch eine Mehrheit von 50,7 Prozent ein Ja in die Urne gelegt.",52.3,47.7,"52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Zizers haben die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" angenommen. Damit hat in Zizers seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 65,9 Prozent ein Verbot der Tabakwerbung abgelehnt.",39.4,60.6,"In Zizers hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 60,6 Prozent haben die Vorlage abgelehnt.",41.9,58.1,"Nein zum Massnahmenpaket zugunsten der Medien in Zizers: Mit 551 Nein- zu 397 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 58,1 Prozent."
